name,gender,rollNumber,cpi,department,preferences
Tara Kumar,male,23B0370,9.43,CE,"[89, 24, 98, 0, 5, 21]"
Meera Rao,male,23B0656,8.38,MM,"[86, 1, 60, 14, 32, 91]"
Sonal Dasgupta,male,23B0025,9.45,CE,"[85, 13, 93, 8, 18, 77]"
Raj Mehta,male,23B3009,7.43,MM,"[82, 8, 71, 0, 23, 37]"
Rakesh Saxena,female,23B2412,6.6,CE,"[99, 7, 66, 6, 27, 7]"
Meera Prasad,male,23B0019,6.91,MM,"[89, 13, 68, 11, 11, 78]"
Divya Bose,male,23B2189,9.71,CE,"[86, 5, 81, 13, 8, 36]"
Vikas Choudhury,male,23B0988,8.04,MM,"[83, 19, 71, 17, 14, 92]"
Naina Rajput,male,23B0417,8.06,CE,"[84, 10, 74, 10, 1, 38]"
Divya Shah,male,23B0923,8.63,CE,"[86, 32, 63, 7, 19, 69]"
Nidhi Kapadia,female,23B1227,6.83,MM,"[84, 35, 75, 18, 33, 67]"
Raj Nandan,male,23B2492,9.6,CE,"[80, 15, 88, 5, 12, 69]"
Nidhi Deshmukh,male,23B2171,7.32,CE,"[70, 32, 79, 8, 23, 30]"
Lata Kulkarni,male,23B2415,6.75,MM,"[85, 4, 78, 5, 4, 51]"
Vikas Reddy,male,23B2451,6.14,MM,"[78, 20, 92, 15, 18, 13]"
Rajesh Verma,male,23B3902,7.06,CE,"[98, 30, 72, 1, 33, 88]"
Siddharth Chakraborty,female,23B0987,8.08,MM,"[100, 25, 63, 5, 27, 6]"
Rahul Sharma,female,23B2262,8.11,CE,"[95, 25, 81, 18, 8, 48]"
Siddhi Sengupta,male,23B1529,8.7,CE,"[88, 8, 86, 7, 21, 15]"
Pranav Chawla,male,23B1858,6.23,CE,"[99, 11, 69, 17, 22, 25]"
Arjun Bhattacharya,male,23B2531,7.06,MM,"[93, 27, 60, 9, 10, 70]"
Aarohi Trivedi,male,23B4210,8.03,CE,"[93, 15, 87, 18, 9, 13]"
Priya Chauhan,female,23B0354,7.82,CE,"[81, 2, 100, 18, 0, 30]"
Aarav Mehta,male,23B0378,8.44,MM,"[82, 34, 70, 2, 15, 76]"
Mohit Jain,male,23B2413,8.15,CE,"[88, 14, 97, 0, 0, 36]"
Shreya Shah,male,23B1807,7.53,MM,"[70, 9, 71, 14, 3, 49]"
Neetu Bhatia,male,23B0346,6.57,MM,"[84, 6, 95, 9, 27, 19]"
Saurabh Roy,male,23B2270,8.78,CE,"[76, 4, 95, 7, 6, 65]"
Shruti Agarwal,female,23B4222,10.0,MM,"[92, 40, 78, 17, 7, 31]"
Aarohi Reddy,male,23B4244,6.98,CE,"[79, 38, 92, 9, 30, 23]"
Amitabh Yadav,male,23B0906,6.93,CE,"[95, 38, 83, 17, 10, 53]"
Riya Dixit,male,23B2518,7.61,MM,"[74, 2, 83, 9, 20, 77]"
Rajesh Mahajan,male,23B2296,7.88,CE,"[97, 12, 99, 15, 33, 31]"
Rhea Dutta,male,23B3941,8.14,MM,"[99, 15, 87, 16, 22, 43]"
Tanvi Yadav,female,23B2125,6.28,CS,"[76, 13, 98, 8, 23, 88]"
Manisha Saxena,male,23B1262,9.34,AE,"[79, 9, 87, 2, 15, 52]"
Anjali Banerjee,male,23B0732,8.18,EN,"[79, 35, 85, 4, 3, 97]"
Tarun Sengupta,male,23B2273,6.8,CS,"[86, 5, 81, 5, 6, 57]"
Rajat Bhatt,male,23B2210,7.56,CS,"[92, 0, 75, 19, 20, 68]"
Sanjay Desai,male,23B2182,8.74,CS,"[94, 18, 73, 17, 32, 49]"
Nidhi Kapoor,male,23B4242,7.85,EN,"[92, 11, 69, 2, 10, 82]"
Nisha Raut,female,23B1281,8.38,AE,"[73, 35, 87, 14, 10, 78]"
Manish Reddy,female,23B2283,7.75,CS,"[92, 25, 88, 14, 32, 91]"
Divya Mahajan,male,23B2425,7.83,AE,"[87, 17, 88, 8, 30, 69]"
Saurabh Agarwal,male,23B1063,7.41,EN,"[78, 4, 70, 4, 12, 79]"
Akash Menon,male,23B2134,8.19,CS,"[81, 11, 70, 20, 13, 10]"
Nikhil Nambiar,female,23B0688,9.02,AE,"[95, 4, 90, 10, 3, 51]"
Tanvi Sen,male,23B0653,7.66,EN,"[77, 8, 68, 6, 14, 73]"
Shruti Suresh,male,23B2422,8.81,CS,"[88, 29, 84, 14, 14, 71]"
Abhishek Jain,male,23B3904,6.76,CS,"[71, 12, 79, 20, 29, 42]"
Manav Gupta,male,23B0391,9.23,CS,"[75, 24, 74, 12, 17, 17]"
Ramesh Bhardwaj,male,23B2454,8.58,CS,"[89, 21, 83, 3, 23, 73]"
Amitabh Roy,female,23B1273,9.98,CS,"[92, 10, 96, 15, 22, 0]"
Vikram Mukherjee,male,23B3011,8.41,AE,"[76, 28, 90, 20, 20, 34]"
Neetu Pandey,female,23B1005,6.27,CS,"[77, 14, 68, 14, 25, 80]"
Rajiv Malhotra,male,23B2450,7.44,AE,"[100, 24, 84, 12, 2, 30]"
Sanjay Patel,male,23B0668,9.98,EN,"[92, 25, 98, 1, 0, 15]"
Deepak Varma,male,23B0061,9.15,CS,"[76, 6, 61, 19, 25, 96]"
Neetu Pillai,male,23B0697,9.82,AE,"[80, 21, 95, 15, 8, 53]"
Anita Solanki,female,23B1304,7.85,CS,"[79, 12, 85, 13, 9, 61]"
Ritu Naidu,male,23B1530,8.29,EN,"[76, 35, 81, 14, 30, 57]"
Sachin Saxena,male,23B0395,9.56,CS,"[82, 14, 93, 17, 20, 70]"
Riya Nandan,male,23B2246,7.09,CS,"[75, 11, 91, 4, 22, 51]"
Divya Chatterjee,male,23B1301,8.08,CS,"[97, 10, 70, 3, 26, 11]"
Divya Patel,male,23B0013,6.81,EN,"[70, 1, 80, 13, 34, 61]"
Amitabh Joshi,male,23B1212,6.44,AE,"[78, 6, 92, 15, 26, 96]"
Karan Sengupta,female,23B2143,7.84,EN,"[93, 30, 84, 20, 20, 84]"
Vikram Thakur,male,23B2113,6.57,AE,"[70, 35, 79, 15, 20, 83]"
Neetu Vyas,male,23B1545,6.23,CS,"[88, 9, 82, 5, 32, 95]"
Anita Menon,male,23B0959,9.78,CS,"[100, 17, 75, 7, 26, 34]"
Divya Bhattacharya,male,23B3947,8.04,AE,"[93, 25, 86, 1, 35, 16]"
Ramesh Saxena,female,23B0360,6.24,EN,"[79, 30, 92, 10, 7, 85]"
Neha Menon,male,23B0006,7.55,CS,"[84, 25, 76, 2, 33, 63]"
Nisha Desai,male,23B3962,8.84,CS,"[78, 10, 68, 15, 30, 30]"
Amitabh Chatterjee,male,23B3012,7.22,CS,"[86, 22, 97, 1, 34, 56]"
Sanjay Gogoi,male,23B0946,6.94,CS,"[88, 21, 90, 13, 1, 82]"
Vivek Nandan,female,23B0916,9.38,CS,"[82, 34, 66, 4, 28, 39]"
Siddharth Verma,female,23B0704,9.27,AE,"[94, 8, 64, 14, 33, 39]"
Bhavna Dasgupta,male,23B1003,6.91,AE,"[76, 15, 91, 12, 33, 2]"
Raj Solanki,male,23B3966,8.62,EN,"[79, 40, 91, 12, 21, 80]"
Aditya Mukherjee,male,23B1811,7.28,CS,"[72, 7, 96, 4, 10, 23]"
Sanya Chakraborty,male,23B1083,7.54,CS,"[79, 18, 75, 13, 2, 58]"
Sanjay Trivedi,male,23B0059,7.48,AE,"[89, 4, 70, 7, 34, 94]"
Rekha Shah,female,23B0069,7.34,CS,"[75, 26, 74, 6, 13, 34]"
Ajay Ranganathan,male,23B2160,6.86,EN,"[85, 9, 69, 20, 13, 70]"
Diya Nikam,male,23B2716,7.05,CS,"[92, 35, 69, 19, 2, 82]"
Sachin Gupta,male,23B0739,6.25,CS,"[89, 15, 80, 11, 13, 4]"
Siddhi Jain,male,23B1053,8.45,CS,"[73, 18, 93, 18, 28, 4]"
Anjali Ghosh,male,23B0073,8.95,AE,"[85, 32, 97, 1, 24, 95]"
Karan Pande,female,23B0424,8.24,AE,"[90, 15, 72, 14, 29, 7]"
Ishita Khandelwal,male,23B0937,7.36,AE,"[90, 6, 82, 10, 15, 92]"
Anushka Sharma,male,23B2462,9.23,EN,"[87, 12, 69, 9, 28, 45]"
Divya Malhotra,male,23B1201,7.33,CS,"[95, 4, 99, 12, 26, 42]"
Arjun Reddy,male,23B0048,8.71,CS,"[83, 3, 75, 18, 13, 44]"
Manish Sen,male,23B1250,9.58,AE,"[88, 38, 89, 13, 14, 66]"
Rajiv Sharma,female,23B3949,8.68,CS,"[90, 27, 93, 17, 14, 76]"
Ishita Rajput,female,23B0911,8.04,CS,"[84, 18, 91, 0, 27, 39]"
Ayesha Jain,male,23B0445,6.88,EN,"[96, 18, 91, 19, 6, 100]"
Vishal Chatterjee,male,23B3977,6.74,CS,"[92, 21, 68, 17, 10, 43]"
Harsh Nair,male,23B2223,8.67,CS,"[91, 28, 93, 5, 31, 30]"
Kritika Ghosh,male,23B0947,6.49,EN,"[72, 0, 75, 10, 3, 6]"
Akash Kumar,male,23B0301,7.08,AE,"[70, 37, 80, 15, 22, 55]"
Devansh Chakraborty,female,23B0768,7.51,CS,"[80, 37, 96, 8, 7, 73]"
Aarohi Tiwari,male,23B2406,8.73,AE,"[82, 14, 70, 16, 24, 10]"
Vishal Bhatt,male,23B1272,8.68,EN,"[97, 17, 97, 2, 29, 88]"
Anita Sethi,male,23B1506,8.73,CS,"[98, 23, 96, 7, 19, 57]"
Ramesh Singhal,female,23B0046,8.24,AE,"[87, 30, 78, 2, 16, 78]"
Rhea Jain,male,23B4238,8.33,EN,"[99, 38, 81, 11, 19, 81]"
Shreya Saxena,male,23B2419,8.32,CS,"[96, 30, 79, 1, 6, 81]"
Maya Tiwari,male,23B1296,8.18,CS,"[79, 4, 69, 14, 17, 58]"
Ayesha Rana,male,23B0679,9.67,CS,"[78, 35, 87, 1, 30, 81]"
Rhea Solanki,male,23B0067,8.41,CS,"[99, 16, 96, 6, 13, 77]"
Ritu Trivedi,female,23B0393,8.42,AE,"[92, 6, 60, 8, 1, 1]"
Sanya Gupta,female,23B0940,7.58,AE,"[73, 25, 98, 0, 15, 59]"
Saurabh Patel,male,23B2420,7.37,CS,"[81, 38, 66, 15, 16, 92]"
Shruti Khanna,male,23B1252,9.44,EN,"[92, 25, 98, 4, 28, 25]"
Diya Singh,male,23B3918,7.17,CS,"[76, 13, 70, 17, 27, 75]"
Nidhi Roy,male,23B2255,9.86,CS,"[86, 38, 61, 0, 34, 99]"
Sanya Desai,female,23B0639,8.07,AE,"[90, 12, 63, 6, 33, 79]"
Anushka Pande,male,23B2169,6.7,EN,"[70, 38, 93, 3, 27, 28]"
Kiran Kumar,male,23B0742,8.52,CS,"[72, 5, 98, 19, 28, 14]"
Anika Chawla,male,23B1076,9.26,CS,"[71, 39, 60, 0, 21, 95]"
Ayesha Verma,male,23B0666,6.68,CS,"[92, 18, 82, 5, 28, 36]"
Aarav Dubey,male,23B0908,9.34,CS,"[74, 9, 72, 20, 24, 22]"
Arnav Mathur,male,23B2421,9.62,EN,"[98, 6, 74, 11, 5, 69]"
Shruti Mishra,male,23B0998,6.91,AE,"[73, 34, 72, 6, 23, 2]"
Nikhil Sengupta,female,23B2288,9.31,CS,"[96, 8, 69, 0, 29, 25]"
Karan Gautam,male,23B1050,8.82,AE,"[77, 13, 97, 13, 11, 15]"
Kunal Gogoi,male,23B0616,8.9,CS,"[96, 27, 84, 0, 0, 40]"
Bhavna Varma,male,23B1237,9.97,CS,"[76, 9, 98, 11, 12, 57]"
Shruti Rajput,male,23B0005,6.23,AE,"[71, 11, 62, 5, 27, 84]"
Ritu Gogoi,female,23B0079,6.58,EN,"[71, 32, 70, 0, 17, 36]"
Deepak Mahajan,female,23B0011,8.78,CS,"[88, 23, 95, 16, 22, 25]"
Vikram Bhattacharya,male,23B3927,9.82,CS,"[83, 38, 82, 19, 31, 71]"
Akash Chakraborty,male,23B0949,8.09,CS,"[71, 14, 74, 4, 24, 82]"
Akash Sen,male,23B0682,7.64,CS,"[90, 30, 93, 19, 21, 63]"
Abhishek Kapoor,male,23B0345,7.69,EN,"[98, 13, 76, 8, 15, 95]"
Diya Shah,male,23B2117,6.99,AE,"[70, 34, 75, 19, 6, 70]"
Pranav Mishra,female,23B0638,6.52,CS,"[79, 33, 88, 18, 12, 32]"
Kabir Kapadia,male,23B1235,9.73,AE,"[77, 13, 72, 6, 28, 55]"
Sanya Dasgupta,male,23B2282,6.75,CS,"[92, 19, 81, 8, 7, 69]"
Simran Khanna,male,23B2465,7.44,CS,"[73, 1, 61, 18, 13, 72]"
Mohit Mishra,male,23B1278,9.52,AE,"[93, 10, 77, 16, 6, 23]"
Vikram Reddy,female,23B1052,9.04,CS,"[91, 38, 76, 2, 25, 72]"
Nisha Bhardwaj,male,23B0709,9.13,CS,"[88, 1, 90, 17, 20, 5]"
Rajesh Jha,male,23B2278,6.39,CS,"[70, 21, 89, 4, 23, 24]"
Vivek Mahajan,male,23B0997,9.32,CS,"[92, 37, 71, 0, 2, 4]"
Neha Rajput,male,23B0320,9.1,CS,"[77, 18, 71, 19, 29, 41]"
Kavya Rao,male,23B0637,6.91,CS,"[71, 36, 61, 4, 5, 55]"
Rohan Raman,male,23B3976,9.31,AE,"[89, 3, 67, 18, 11, 88]"
Kritika Gautam,female,23B0385,6.45,CS,"[79, 29, 74, 9, 25, 51]"
Bhavna Tiwari,male,23B2114,8.02,AE,"[93, 33, 81, 6, 24, 75]"
Aarav Shah,male,23B2501,8.46,CS,"[86, 11, 97, 3, 4, 15]"
Meera Sethi,male,23B2222,7.07,CS,"[82, 15, 66, 13, 11, 64]"
Karan Kapoor,female,23B2701,6.85,AE,"[87, 40, 100, 0, 5, 80]"
Ramesh Bhatia,male,23B2279,9.11,CS,"[94, 10, 75, 2, 5, 43]"
Isha Nair,male,23B0436,6.76,CS,"[86, 13, 98, 9, 20, 35]"
Amitabh Kulkarni,male,23B3018,7.28,CS,"[80, 12, 72, 5, 26, 78]"
Kritika Bhardwaj,male,23B0972,9.27,AE,"[94, 15, 81, 12, 2, 60]"
Gaurav Rao,male,23B1282,7.59,CS,"[95, 0, 88, 2, 22, 92]"
Kabir Nair,female,23B4214,8.19,EN,"[78, 7, 65, 3, 2, 82]"
Tara Gupta,male,23B4215,9.32,AE,"[82, 40, 91, 6, 7, 61]"
Rajat Chauhan,male,23B0033,7.31,AE,"[79, 25, 77, 5, 9, 96]"
Aditi Sethi,male,23B1218,7.51,CS,"[75, 1, 81, 7, 5, 71]"
Aarav Bhatt,male,23B1834,6.55,CS,"[89, 22, 75, 11, 3, 5]"
Nikhil Reddy,male,23B0931,6.28,CS,"[96, 28, 89, 2, 35, 96]"
Rohit Choudhury,male,23B1501,8.87,AE,"[74, 33, 94, 15, 14, 26]"
Lata Mishra,female,23B0990,7.29,CS,"[100, 39, 83, 4, 29, 76]"
Alka Saxena,male,23B3928,8.57,CS,"[90, 40, 89, 20, 6, 90]"
Gaurav Chakraborty,male,23B2724,8.98,CS,"[98, 26, 95, 13, 11, 97]"
Nikhil Ranganathan,male,23B0613,8.42,CS,"[75, 7, 70, 20, 7, 27]"
Siddharth Chauhan,male,23B1263,8.68,CS,"[88, 20, 99, 14, 22, 27]"
Rahul Bose,male,23B0367,8.15,EN,"[97, 1, 66, 11, 6, 66]"
Yash Mahajan,female,23B1534,6.05,AE,"[86, 2, 62, 3, 8, 59]"
Rajesh Kapoor,male,23B0901,8.81,CS,"[79, 21, 70, 19, 16, 19]"
Divya Dixit,male,23B2161,8.04,CS,"[74, 33, 97, 13, 33, 34]"
Sneha Nikam,male,23B1081,9.34,CS,"[98, 18, 74, 0, 23, 23]"
Sneha Suresh,male,23B0440,6.23,CS,"[93, 33, 92, 10, 31, 1]"
Kunal Bhatt,male,23B2227,9.77,AE,"[81, 16, 69, 9, 0, 49]"
Divya Ranganathan,female,23B0310,8.87,EN,"[98, 16, 68, 0, 28, 74]"
Ishita Joshi,male,23B0419,7.42,CS,"[95, 14, 100, 0, 22, 14]"
Divya Sen,male,23B0676,6.96,CS,"[76, 36, 75, 6, 30, 4]"
Rekha Chatterjee,male,23B0701,9.69,CS,"[91, 0, 71, 0, 7, 4]"
Kritika Mukherjee,male,23B1025,7.15,CS,"[85, 22, 71, 8, 0, 5]"
Amitabh Das,male,23B2280,9.7,AE,"[80, 38, 88, 5, 32, 47]"
Smita Rana,male,23B0973,9.08,AE,"[77, 24, 74, 20, 11, 86]"
Rakesh Rajput,female,23B2432,9.53,CS,"[95, 21, 89, 2, 4, 18]"
Kritika Mehta,female,23B0706,7.92,CS,"[80, 10, 79, 12, 34, 36]"
Vishal Mishra,male,23B0394,6.55,CS,"[95, 30, 92, 15, 29, 33]"
Sachin Trivedi,male,23B0369,6.63,CS,"[95, 17, 79, 16, 0, 81]"
Sanya Nikam,male,23B1223,7.34,AE,"[72, 7, 69, 13, 5, 60]"
Swati Bhattacharya,female,23B0665,9.64,CS,"[100, 40, 60, 16, 1, 5]"
Rahul Deshmukh,male,23B0757,7.93,CS,"[73, 33, 61, 0, 20, 69]"
Sanjay Raman,male,23B1221,9.05,CS,"[76, 1, 75, 17, 26, 30]"
Rakesh Gupta,male,23B1264,8.81,CS,"[86, 8, 79, 13, 10, 17]"
Shruti Nandan,male,23B1806,6.21,CS,"[88, 18, 75, 16, 12, 64]"
Tarun Reddy,female,23B0747,6.17,AE,"[90, 33, 69, 10, 33, 52]"
Aarohi Sood,male,23B1265,6.33,CS,"[78, 33, 83, 3, 4, 50]"
Pooja Thakur,male,23B2115,8.74,CS,"[92, 30, 78, 18, 17, 40]"
Harsh Saxena,male,23B1059,8.0,CS,"[78, 12, 96, 10, 5, 68]"
Karan Shukla,male,23B0677,9.24,CS,"[94, 31, 67, 19, 35, 24]"
Gaurav Mahajan,female,23B1064,6.21,EN,"[79, 35, 94, 0, 23, 25]"
Rakesh Vyas,male,23B0038,9.39,CS,"[96, 34, 85, 19, 22, 35]"
Kiran Singh,male,23B2731,7.12,CS,"[91, 15, 97, 19, 1, 39]"
Meera Mukherjee,male,23B1805,6.55,CS,"[98, 32, 89, 9, 28, 86]"
Anushka Kapoor,male,23B2274,7.49,CS,"[94, 35, 90, 8, 11, 31]"
Kiran Prasad,female,23B0312,7.86,ES,"[82, 27, 86, 6, 4, 0]"
Rahul Kumar,male,23B2102,7.06,EP,"[94, 39, 60, 6, 23, 76]"
Kunal Joshi,female,23B0649,6.08,EE,"[80, 25, 96, 18, 31, 25]"
Harsh Sood,male,23B0437,7.1,EE,"[88, 8, 69, 17, 30, 5]"
Ayesha Swamy,male,23B4236,8.48,EE,"[75, 7, 80, 9, 23, 53]"
Arjun Sen,male,23B2428,7.07,EE,"[78, 37, 65, 17, 33, 2]"
Nisha Bose,female,23B0758,7.68,EE,"[75, 14, 60, 1, 26, 47]"
Prakash Ranganathan,male,23B2464,9.82,EP,"[94, 30, 98, 8, 10, 59]"
Karan Sinha,male,23B0611,7.18,EC,"[77, 14, 72, 12, 19, 33]"
Sneha Bhatt,male,23B2250,8.81,EE,"[72, 29, 62, 11, 20, 42]"
Kabir Reddy,male,23B0386,8.3,EE,"[86, 31, 60, 16, 24, 34]"
Anjali Chatterjee,male,23B1810,7.44,EE,"[97, 4, 86, 9, 35, 29]"
Ishita Dubey,male,23B0907,7.71,EP,"[79, 25, 69, 2, 27, 6]"
Isha Desai,female,23B3961,8.53,ES,"[70, 8, 72, 18, 0, 51]"
Simran Pandey,male,23B1510,9.17,EC,"[89, 17, 61, 16, 23, 94]"
Kabir Pillai,male,23B0383,6.43,EE,"[94, 10, 81, 10, 25, 59]"
Siddharth Bose,male,23B2485,8.15,EE,"[75, 37, 90, 12, 16, 20]"
Rajiv Deshmukh,male,23B0047,8.93,EE,"[79, 34, 80, 2, 16, 31]"
Sanya Joshi,female,23B2258,9.45,EE,"[72, 24, 66, 1, 19, 62]"
Sonal Mathur,male,23B0063,7.75,EP,"[81, 0, 63, 9, 11, 1]"
Sachin Singhal,male,23B1225,7.6,ES,"[70, 6, 64, 20, 5, 64]"
Shruti Pillai,male,23B2178,7.27,EE,"[83, 32, 96, 19, 11, 3]"
Kabir Mishra,male,23B0447,9.87,EE,"[74, 39, 75, 6, 28, 1]"
Kavya Rajput,male,23B2717,9.81,EE,"[82, 27, 98, 1, 22, 73]"
Deepak Reddy,female,23B2447,6.98,EC,"[74, 16, 97, 16, 16, 37]"
Vikram Pandey,male,23B2173,9.72,EP,"[73, 35, 77, 9, 9, 71]"
Karan Nambiar,male,23B0372,6.1,ES,"[91, 3, 99, 4, 3, 53]"
Anushka Kapadia,male,23B0658,6.54,EE,"[87, 9, 80, 1, 18, 13]"
Rajesh Mukherjee,male,23B1204,7.96,EE,"[86, 24, 94, 6, 8, 27]"
Shruti Singh,male,23B0963,8.92,EE,"[93, 31, 91, 16, 6, 69]"
Ajay Joshi,female,23B2108,8.36,EE,"[70, 13, 77, 16, 34, 46]"
Ayesha Yadav,female,23B1056,6.74,ES,"[83, 31, 72, 0, 30, 18]"
Amitabh Bose,male,23B3001,9.45,EP,"[86, 37, 78, 9, 29, 91]"
Nisha Dasgupta,male,23B1512,8.42,EE,"[100, 17, 96, 14, 6, 63]"
Anika Bhardwaj,male,23B0922,9.9,EE,"[82, 2, 72, 20, 4, 7]"
Tarun Ranganathan,male,23B0948,7.65,EE,"[81, 37, 64, 0, 19, 32]"
Karan Saxena,female,23B2471,8.74,EE,"[70, 19, 87, 20, 13, 87]"
Karan Dubey,male,23B2517,6.88,EP,"[79, 4, 62, 12, 11, 91]"
Ajay Swamy,male,23B0365,7.76,EC,"[86, 14, 74, 18, 35, 24]"
Shreya Banerjee,male,23B2180,7.49,EE,"[96, 30, 98, 19, 31, 10]"
Divya Kapoor,male,23B2403,8.59,EE,"[73, 5, 67, 16, 6, 40]"
Nisha Kumar,male,23B1840,7.72,EE,"[76, 15, 74, 11, 32, 0]"
Yash Dubey,female,23B1049,7.99,EE,"[89, 25, 69, 6, 8, 82]"
Divya Choudhury,male,23B0702,8.53,ES,"[97, 31, 80, 3, 25, 6]"
Kartik Gupta,male,23B0404,9.35,EP,"[71, 17, 83, 4, 7, 77]"
Amitabh Sood,male,23B0913,6.53,EE,"[75, 15, 82, 15, 2, 17]"
Amitabh Tiwari,male,23B0962,7.73,EE,"[98, 1, 80, 5, 12, 81]"
Rohan Agarwal,male,23B2112,9.91,EE,"[83, 8, 87, 13, 20, 85]"
Shreya Khanna,female,23B3989,8.66,EE,"[96, 3, 79, 17, 26, 75]"
Kabir Verma,male,23B0982,8.07,ES,"[78, 28, 61, 10, 7, 14]"
Deepak Deshmukh,male,23B2234,9.22,EP,"[75, 14, 87, 13, 22, 38]"
Devansh Rana,male,23B1854,9.15,EC,"[94, 39, 96, 7, 18, 10]"
Rakesh Prasad,male,23B0328,8.05,EP,"[77, 0, 88, 8, 19, 73]"
Kabir Ranganathan,male,23B1033,6.83,EE,"[96, 22, 73, 5, 24, 52]"
Siddharth Sen,female,23B0689,6.28,EE,"[94, 19, 89, 7, 1, 6]"
Neetu Chakraborty,male,23B2294,6.72,ES,"[100, 11, 82, 2, 13, 21]"
Sanya Kumar,male,23B0926,7.59,EP,"[84, 31, 84, 19, 11, 9]"
Anjali Malhotra,male,23B0621,8.54,EC,"[82, 11, 71, 16, 14, 46]"
Rahul Agarwal,male,23B0401,8.13,EE,"[91, 16, 98, 17, 0, 41]"
Rajesh Shah,male,23B0935,8.56,EE,"[73, 24, 67, 3, 27, 12]"
Meera Dixit,female,23B0652,7.58,EE,"[71, 0, 92, 12, 22, 93]"
Amitabh Dasgupta,male,23B0007,6.61,EP,"[82, 26, 65, 0, 17, 4]"
Amitabh Agarwal,male,23B0986,7.35,EC,"[85, 19, 87, 3, 10, 62]"
Ramesh Reddy,female,23B0341,9.22,EE,"[92, 13, 85, 3, 15, 14]"
Swati Rao,male,23B0752,7.52,EE,"[76, 20, 98, 20, 35, 35]"
Nidhi Das,male,23B0334,7.25,EE,"[94, 10, 68, 16, 35, 82]"
Maya Gupta,female,23B4208,7.45,EE,"[97, 19, 74, 9, 1, 97]"
Manav Sen,male,23B0636,8.17,ES,"[90, 19, 80, 15, 18, 10]"
Kunal Mahajan,male,23B0068,8.07,EP,"[81, 1, 93, 20, 24, 60]"
Mohit Malik,male,23B2431,6.92,EE,"[79, 40, 60, 3, 17, 46]"
Pooja Mukherjee,male,23B4223,6.18,EE,"[89, 32, 70, 14, 19, 57]"
Kiran Rajput,male,23B2441,7.39,EE,"[72, 21, 66, 12, 18, 7]"
Kritika Pandey,female,23B1230,9.7,ES,"[98, 8, 69, 7, 21, 56]"
Vikram Singh,male,23B2484,9.58,EP,"[86, 5, 81, 11, 0, 53]"
Kiran Rana,male,23B2491,9.74,EE,"[91, 22, 100, 19, 14, 13]"
Naina Sen,male,23B2220,8.05,EE,"[94, 23, 73, 17, 16, 17]"
Vivek Roy,male,23B2516,7.85,EE,"[100, 26, 77, 15, 24, 57]"
Gaurav Nandan,male,23B1216,7.06,EE,"[89, 13, 72, 10, 33, 60]"
Smita Sengupta,female,23B2144,8.01,EC,"[73, 16, 75, 12, 10, 10]"
Raj Verma,male,23B2140,7.08,EP,"[98, 9, 72, 14, 7, 2]"
Rhea Mehta,male,23B2109,6.03,ES,"[87, 25, 97, 20, 15, 59]"
Manav Nair,male,23B0719,8.31,EE,"[86, 2, 67, 3, 25, 63]"
Manisha Deshmukh,male,23B0065,8.19,EE,"[96, 28, 70, 12, 29, 37]"
Neha Kulkarni,male,23B2446,7.19,EE,"[92, 36, 69, 7, 24, 74]"
Rohan Sinha,female,23B2159,6.37,ES,"[84, 14, 71, 7, 16, 29]"
Anjali Tiwari,male,23B0711,6.74,EP,"[93, 30, 84, 13, 32, 33]"
Bhavna Kumar,male,23B0075,8.97,EE,"[83, 38, 78, 8, 9, 58]"
Ramesh Trivedi,male,23B2523,7.87,EE,"[77, 26, 91, 9, 33, 50]"
Nikhil Chawla,male,23B0433,6.38,EE,"[73, 5, 81, 13, 30, 35]"
Vikas Nair,male,23B1209,9.24,EE,"[94, 39, 91, 8, 28, 98]"
Kabir Solanki,female,23B1275,7.6,EE,"[75, 17, 82, 2, 13, 24]"
Rakesh Sethi,male,23B2427,8.8,EP,"[82, 15, 67, 0, 17, 54]"
Saurabh Vyas,male,23B2120,8.12,EC,"[96, 40, 71, 15, 20, 89]"
Shruti Bhardwaj,female,23B1228,9.84,EE,"[86, 22, 72, 14, 10, 48]"
Diya Rao,male,23B0992,6.78,EE,"[100, 8, 99, 2, 16, 94]"
Nisha Agarwal,male,23B0024,8.12,EE,"[92, 2, 81, 11, 6, 1]"
Mohit Sinha,female,23B3925,7.9,EE,"[93, 37, 100, 20, 19, 15]"
Rohan Bhattacharya,male,23B3971,9.56,EP,"[81, 40, 98, 9, 22, 6]"
Divya Sengupta,male,23B0760,8.92,ES,"[93, 36, 98, 13, 8, 54]"
Rajesh Rana,male,23B1224,8.01,EC,"[100, 1, 98, 0, 29, 100]"
Ritu Rana,male,23B3007,8.09,EE,"[91, 4, 69, 14, 7, 49]"
Tara Dubey,male,23B4231,9.0,EE,"[88, 34, 80, 7, 27, 82]"
Kiran Suresh,female,23B0423,9.09,EE,"[79, 15, 87, 7, 35, 87]"
Kunal Verma,male,23B3024,6.99,EP,"[71, 4, 92, 1, 5, 67]"
Mohit Yadav,male,23B1238,8.39,ES,"[80, 30, 81, 9, 11, 61]"
Shreya Mehta,male,23B0381,9.2,EE,"[84, 1, 68, 13, 25, 6]"
Naina Karthik,male,23B3934,7.33,EE,"[84, 31, 77, 15, 17, 71]"
Rahul Raman,male,23B0974,7.73,EE,"[97, 6, 92, 9, 13, 100]"
Bhavna Malhotra,female,23B0336,7.42,EE,"[74, 34, 62, 7, 11, 86]"
