name,gender,department,cpi,section,project,group,allocated_preference,preferences
Yash Nandan,male,MM,9.69,6,2,3,29,"[74, 29, 48, 12, 10, 55]"
Saurabh Raut,male,CE,6.52,6,2,3,31,"[68, 31, 54, 20, 0, 59]"
Sanjay Reddy,female,CE,6.96,6,2,3,37,"[83, 37, 74, 15, 7, 51]"
Swati Nambiar,male,MM,9.01,6,2,3,34,"[88, 34, 63, 15, 11, 31]"
Devansh Banerjee,male,MM,6.37,6,2,3,32,"[86, 32, 54, 17, 14, 65]"
Vikas Jha,male,CE,9.02,6,2,4,35,"[80, 35, 64, 13, 10, 17]"
Aditi Agarwal,male,CE,6.59,6,2,4,27,"[83, 27, 69, 17, 1, 47]"
Aarav Deshmukh,male,CE,9.77,6,2,4,32,"[78, 32, 79, 12, 8, 44]"
Kiran Sengupta,female,CE,7.06,6,2,4,31,"[67, 31, 75, 16, 7, 21]"
Maya Sinha,male,MM,9.44,6,2,4,33,"[69, 33, 57, 11, 8, 64]"
Arnav Chakraborty,male,MM,6.03,6,2,4,28,"[80, 28, 57, 18, 10, 22]"
Rajat Bose,male,CE,6.92,6,3,1,89,"[71, 18, 89, 20, 2, 59]"
Siddhi Chakraborty,female,CE,9.16,6,3,1,99,"[75, 23, 99, 7, 7, 59]"
Siddharth Varma,male,CE,6.73,6,3,1,91,"[80, 1, 91, 18, 9, 65]"
Devansh Pillai,male,MM,9.24,6,3,1,98,"[79, 17, 98, 11, 7, 64]"
Riya Dixit,male,MM,6.38,6,3,1,82,"[73, 19, 82, 11, 12, 58]"
Rajesh Mahajan,male,CE,9.49,6,3,1,98,"[68, 26, 98, 19, 18, 82]"
Yash Sinha,male,MM,9.04,6,3,2,97,"[68, 19, 97, 25, 9, 1]"
Ananya Dixit,male,CE,6.5,6,3,2,88,"[84, 26, 88, 10, 3, 26]"
Kavya Suresh,male,MM,6.62,6,3,2,98,"[71, 21, 98, 19, 16, 37]"
Meera Nandan,male,MM,6.7,6,3,2,89,"[84, 35, 89, 19, 7, 37]"
Sneha Iyer,male,CE,6.56,6,3,2,82,"[73, 21, 82, 20, 8, 56]"
Sameer Pillai,female,CE,9.44,6,3,2,96,"[89, 22, 96, 23, 12, 18]"
Nikhil Nandan,male,CE,6.05,6,3,3,79,"[84, 0, 79, 17, 13, 36]"
Anjali Deshmukh,male,CE,9.27,6,3,3,100,"[72, 15, 100, 16, 19, 94]"
Ajay Malhotra,male,CE,6.75,6,3,3,93,"[91, 15, 93, 13, 5, 55]"
Ananya Nandan,male,CE,6.6,6,3,3,93,"[96, 7, 93, 15, 6, 53]"
Sneha Chatterjee,male,MM,9.97,6,3,3,99,"[75, 21, 99, 25, 8, 28]"
Karan Trivedi,female,MM,8.25,6,3,3,89,"[82, 16, 89, 13, 9, 58]"
Karan Sharma,male,MM,9.46,6,3,4,98,"[74, 37, 98, 10, 18, 22]"
Vikas Kumar,male,CE,9.88,6,3,4,98,"[89, 24, 98, 23, 17, 44]"
Sonal Dubey,male,CE,7.11,6,3,4,85,"[77, 14, 85, 18, 7, 22]"
Prakash Rajput,female,CE,9.74,6,3,4,96,"[83, 10, 96, 12, 5, 39]"
Meera Sen,male,CE,7.02,6,3,4,86,"[75, 7, 86, 22, 12, 57]"
Rohan Ranganathan,male,MM,9.13,6,3,4,95,"[71, 26, 95, 14, 6, 17]"
Ritu Khanna,male,MM,7.1,6,4,1,17,"[61, 14, 41, 17, 7, 16]"
Nisha Pillai,male,CE,6.36,6,4,1,22,"[79, 19, 40, 22, 1, 69]"
Pooja Bose,female,MM,8.12,6,4,1,23,"[82, 32, 64, 23, 5, 54]"
Rohan Nandan,male,MM,6.49,6,4,1,16,"[67, 19, 68, 16, 10, 54]"
Amitabh Swamy,male,CE,9.67,6,4,1,17,"[77, 24, 51, 17, 4, 47]"
Sanjay Menon,male,CE,9.86,6,4,1,16,"[67, 19, 72, 16, 9, 9]"
Diya Raman,female,MM,8.08,6,4,2,12,"[72, 19, 56, 12, 5, 53]"
Smita Mathur,male,CE,9.51,6,4,2,20,"[64, 29, 52, 20, 13, 52]"
Rohan Rao,male,MM,9.91,6,4,2,24,"[66, 26, 81, 24, 14, 68]"
Pallavi Malik,male,MM,9.68,6,4,2,22,"[79, 28, 70, 22, 10, 14]"
Bhavna Banerjee,male,CE,6.14,6,4,2,27,"[83, 11, 74, 27, 9, 37]"
Neetu Bhatia,male,MM,6.58,6,4,2,21,"[65, 12, 80, 21, 4, 45]"
Divya Nandan,male,MM,9.59,6,4,3,23,"[91, 29, 62, 23, 14, 53]"
Amitabh Gautam,male,MM,6.58,6,4,3,25,"[71, 22, 71, 25, 3, 59]"
Simran Deshmukh,male,CE,9.55,6,4,3,19,"[67, 7, 60, 19, 4, 26]"
Pranav Sinha,female,MM,7.95,6,4,3,17,"[85, 16, 72, 17, 5, 31]"
Tara Chatterjee,male,MM,6.58,6,4,3,22,"[83, 11, 50, 22, 3, 38]"
Nidhi Deshmukh,male,CE,9.29,6,4,3,29,"[64, 10, 57, 29, 13, 45]"
Rajesh Yadav,male,MM,9.3,6,4,4,22,"[81, 17, 64, 22, 12, 58]"
Ishita Roy,female,MM,8.59,6,4,4,16,"[83, 17, 73, 16, 8, 41]"
Raj Shukla,male,MM,6.02,6,4,4,26,"[72, 16, 58, 26, 12, 22]"
Vishal Sengupta,male,MM,6.26,6,4,4,22,"[68, 11, 40, 22, 15, 12]"
Kabir Sood,male,CE,9.09,6,4,4,21,"[88, 29, 68, 21, 14, 17]"
Divya Bose,male,CE,9.97,6,4,4,27,"[89, 2, 58, 27, 6, 5]"
Sanjay Banerjee,male,CE,6.55,6,5,1,12,"[70, 17, 61, 13, 12, 48]"
Nikhil Gogoi,female,CE,9.42,6,5,1,15,"[82, 29, 50, 20, 15, 59]"
Sanjay Sinha,male,CE,6.42,6,5,1,20,"[83, 23, 46, 21, 20, 59]"
Nikhil Prasad,male,CE,9.67,6,5,1,10,"[82, 23, 69, 6, 10, 37]"
Shreya Shah,male,MM,9.28,6,5,1,12,"[84, 24, 76, 12, 12, 51]"
Rhea Dutta,male,MM,7.15,6,5,1,12,"[72, 22, 47, 15, 12, 43]"
Shreya Chatterjee,male,CE,9.88,6,5,2,6,"[63, 20, 62, 10, 6, 51]"
Raj Dutta,female,CE,9.21,6,5,2,15,"[85, 8, 55, 11, 15, 29]"
Swati Choudhury,male,CE,9.87,6,5,2,12,"[72, 15, 66, 8, 12, 24]"
Simran Saxena,male,MM,9.31,6,5,2,10,"[62, 17, 47, 12, 10, 69]"
Karan Nikam,male,CE,9.91,6,5,2,14,"[69, 3, 77, 14, 14, 72]"
Amitabh Suresh,male,MM,7.34,6,5,2,11,"[71, 24, 66, 14, 11, 15]"
Nikhil Gupta,female,MM,6.71,6,5,3,13,"[69, 18, 66, 14, 13, 44]"
Siddhi Solanki,male,CE,6.76,6,5,3,13,"[75, 16, 77, 11, 13, 23]"
Anika Gautam,male,MM,6.67,6,5,3,17,"[81, 21, 54, 13, 17, 18]"
Ananya Sharma,male,MM,9.69,6,5,3,17,"[77, 22, 77, 15, 17, 8]"
Anita Chauhan,male,CE,9.51,6,5,3,15,"[78, 22, 47, 14, 15, 30]"
Shreya Trivedi,female,MM,6.02,6,5,3,17,"[87, 22, 57, 18, 17, 69]"
Akash Bhatt,male,MM,7.38,6,5,4,14,"[66, 21, 59, 12, 14, 61]"
Nidhi Sen,male,CE,9.37,6,5,4,19,"[76, 31, 57, 19, 19, 34]"
Ananya Tiwari,male,MM,6.6,6,5,4,16,"[74, 21, 57, 20, 16, 46]"
Karan Nair,male,MM,6.58,6,5,4,11,"[82, 22, 48, 9, 11, 44]"
Sanjay Mathur,female,CE,6.54,6,5,4,13,"[82, 25, 70, 18, 13, 42]"
Pallavi Rana,male,CE,6.58,6,5,4,9,"[80, 10, 48, 8, 9, 15]"
Tanvi Gautam,male,CE,9.12,6,6,1,97,"[90, 14, 66, 11, 11, 97]"
Manish Kapadia,female,CE,6.69,6,6,1,79,"[85, 22, 60, 24, 1, 79]"
Nidhi Ranganathan,male,CE,9.05,6,6,1,75,"[80, 15, 60, 11, 12, 75]"
Isha Joshi,male,MM,6.37,6,6,1,81,"[74, 8, 64, 15, 15, 81]"
Raj Kapoor,male,CE,7.07,6,6,1,75,"[81, 24, 43, 14, 10, 75]"
Sneha Mishra,male,MM,8.89,6,6,1,82,"[65, 14, 69, 12, 11, 82]"
Vishal Pande,male,MM,6.71,6,6,2,82,"[79, 1, 50, 13, 1, 82]"
Aditya Jain,male,CE,9.68,6,6,2,89,"[71, 16, 84, 14, 10, 89]"
Neetu Nair,female,CE,6.73,6,6,2,88,"[80, 21, 90, 13, 4, 88]"
Nisha Tiwari,male,CE,6.8,6,6,2,89,"[95, 21, 75, 17, 4, 89]"
Deepak Bose,male,MM,9.85,6,6,2,98,"[62, 18, 80, 18, 13, 98]"
Amitabh Yadav,male,CE,9.26,6,6,2,87,"[95, 35, 70, 15, 6, 87]"
Pallavi Malhotra,male,MM,9.59,6,6,3,98,"[87, 39, 64, 10, 9, 98]"
Shreya Raut,female,MM,8.59,6,6,3,75,"[75, 24, 67, 14, 7, 75]"
Akash Gautam,male,CE,6.78,6,6,3,90,"[68, 37, 70, 16, 7, 90]"
Harsh Gupta,male,CE,6.34,6,6,3,83,"[79, 34, 77, 13, 8, 83]"
Aditi Khanna,male,CE,6.91,6,6,3,87,"[78, 19, 59, 5, 5, 87]"
Mohit Jain,male,CE,6.71,6,6,3,84,"[78, 22, 41, 16, 11, 84]"
Rajesh Chauhan,male,CE,6.94,6,6,4,91,"[87, 27, 90, 13, 15, 91]"
Nidhi Bhattacharya,male,CE,6.48,6,6,4,84,"[79, 11, 50, 9, 18, 84]"
Abhishek Nair,female,CE,9.52,6,6,4,96,"[85, 24, 50, 14, 7, 96]"
Sonal Pande,male,MM,7.98,6,6,4,87,"[90, 26, 71, 7, 12, 87]"
Neelam Yadav,male,CE,6.71,6,6,4,86,"[68, 28, 46, 12, 9, 86]"
Raj Mehta,male,MM,6.28,6,6,4,79,"[62, 15, 63, 7, 13, 79]"
Ayesha Rana,male,CS,6.1,7,1,1,90,"[90, 7, 59, 16, 7, 42]"
Kiran Kumar,male,CS,6.08,7,1,1,96,"[96, 24, 48, 21, 4, 15]"
Ishita Joshi,male,CS,7.61,7,1,1,90,"[90, 8, 49, 12, 6, 32]"
Amitabh Das,male,AE,8.94,7,1,1,98,"[98, 28, 69, 24, 14, 9]"
Sachin Trivedi,male,CS,7.43,7,1,1,97,"[97, 28, 44, 18, 2, 33]"
Gaurav Mahajan,female,EN,6.46,7,1,1,92,"[92, 26, 60, 11, 7, 43]"
Anushka Sharma,male,EN,9.06,7,1,2,89,"[89, 2, 60, 12, 6, 64]"
Akash Chakraborty,male,CS,9.66,7,1,2,88,"[88, 21, 56, 13, 6, 56]"
Sanya Dasgupta,male,CS,7.17,7,1,2,88,"[88, 8, 51, 17, 3, 52]"
Kavya Rao,male,CS,9.68,7,1,2,93,"[93, 21, 63, 14, 13, 43]"
Bhavna Tiwari,male,AE,9.64,7,1,2,97,"[97, 13, 63, 10, 9, 82]"
Yash Mahajan,female,AE,9.95,7,1,2,95,"[95, 27, 80, 20, 11, 17]"
Tarun Agarwal,male,CS,9.64,7,1,3,93,"[93, 20, 41, 19, 12, 57]"
Naina Dutta,male,EN,9.2,7,1,3,93,"[93, 8, 78, 10, 12, 58]"
Saurabh Agarwal,male,EN,6.59,7,1,3,87,"[87, 7, 44, 15, 11, 38]"
Rajiv Malhotra,male,AE,6.3,7,1,3,100,"[100, 21, 93, 13, 4, 30]"
Nisha Desai,male,CS,7.31,7,1,3,95,"[95, 9, 50, 12, 2, 82]"
Nikhil Sengupta,female,CS,6.42,7,1,3,86,"[86, 11, 64, 6, 6, 23]"
Harsh Jha,male,CS,7.39,7,1,4,86,"[86, 18, 49, 13, 6, 32]"
Siddhi Kapoor,male,CS,6.37,7,1,4,95,"[95, 11, 82, 16, 15, 4]"
Anushka Naidu,male,AE,8.67,7,1,4,94,"[94, 26, 77, 7, 7, 33]"
Neha Patel,male,EN,9.6,7,1,4,95,"[95, 29, 75, 12, 16, 19]"
Alka Deshmukh,male,AE,6.7,7,1,4,87,"[87, 23, 65, 9, 11, 40]"
Siddharth Verma,female,AE,9.53,7,1,4,98,"[98, 33, 68, 16, 14, 45]"
Ramesh Das,male,AE,8.72,7,1,5,91,"[91, 24, 78, 17, 5, 67]"
Arjun Mathur,male,CS,6.83,7,1,5,90,"[90, 27, 68, 20, 12, 10]"
Sneha Joshi,male,CS,7.32,7,1,5,99,"[99, 34, 86, 16, 1, 27]"
Manav Kulkarni,male,CS,6.82,7,1,5,97,"[97, 12, 57, 21, 9, 52]"
Ritu Gogoi,female,EN,6.7,7,1,5,95,"[95, 10, 80, 14, 7, 13]"
Gaurav Chakraborty,male,CS,9.55,7,1,5,86,"[86, 15, 56, 7, 11, 4]"
Kartik Verma,male,CS,9.2,7,2,1,33,"[84, 33, 64, 1, 5, 79]"
Neha Chatterjee,male,CS,9.14,7,2,1,24,"[82, 24, 70, 10, 8, 40]"
Abhishek Bhardwaj,female,CS,9.64,7,2,1,35,"[61, 35, 79, 16, 8, 59]"
Rahul Dutta,male,CS,9.3,7,2,1,25,"[76, 25, 63, 16, 8, 64]"
Sachin Singh,male,CS,6.42,7,2,1,34,"[75, 34, 65, 18, 14, 13]"
Aditya Kapoor,male,CS,6.13,7,2,1,31,"[79, 31, 57, 20, 17, 63]"
Rhea Nambiar,male,CS,9.41,7,2,2,29,"[73, 29, 71, 16, 15, 47]"
Sanya Sood,male,AE,9.09,7,2,2,30,"[91, 30, 73, 16, 8, 69]"
Rajat Malik,male,CS,9.86,7,2,2,25,"[86, 25, 72, 16, 12, 64]"
Manish Reddy,female,CS,6.25,7,2,2,35,"[68, 35, 64, 19, 7, 17]"
Rajesh Jha,male,CS,9.46,7,2,2,36,"[81, 36, 78, 18, 10, 68]"
Karan Shukla,male,CS,6.98,7,2,2,35,"[89, 35, 86, 11, 14, 54]"
Alka Naidu,male,CS,9.16,7,2,3,31,"[71, 31, 80, 12, 0, 34]"
Rajesh Gupta,male,CS,6.3,7,2,3,25,"[81, 25, 52, 13, 11, 37]"
Vishal Chatterjee,male,CS,7.34,7,2,3,39,"[78, 39, 71, 14, 15, 85]"
Rhea Jain,male,EN,9.25,7,2,3,27,"[69, 27, 57, 12, 5, 40]"
Aarav Bhatt,male,CS,9.85,7,2,3,32,"[67, 32, 79, 17, 15, 69]"
Tarun Reddy,female,AE,8.86,7,2,3,27,"[90, 27, 64, 8, 10, 26]"
Vikram Patel,male,EN,6.74,7,2,4,31,"[79, 31, 71, 16, 16, 24]"
Tara Mathur,female,CS,7.06,7,2,4,31,"[86, 31, 79, 15, 6, 28]"
Nisha Bhatia,male,CS,7.05,7,2,4,36,"[65, 36, 43, 22, 12, 79]"
Rajat Joshi,male,CS,9.64,7,2,4,23,"[82, 23, 49, 12, 5, 27]"
Karan Nandan,male,CS,7.06,7,2,4,34,"[72, 34, 88, 12, 9, 34]"
Abhishek Kapoor,male,EN,6.36,7,2,4,33,"[67, 33, 82, 10, 6, 38]"
Tanvi Yadav,female,CS,6.42,7,3,1,95,"[75, 20, 95, 16, 7, 31]"
Diya Shah,male,AE,9.51,7,3,1,77,"[76, 15, 77, 11, 7, 50]"
Meera Sethi,male,CS,6.42,7,3,1,84,"[83, 14, 84, 11, 10, 66]"
Rahul Bose,male,EN,8.8,7,3,1,96,"[76, 11, 96, 13, 7, 55]"
Rahul Deshmukh,male,CS,6.22,7,3,1,89,"[86, 8, 89, 15, 11, 26]"
Meera Mukherjee,male,CS,7.13,7,3,1,87,"[91, 0, 87, 9, 14, 75]"
Sachin Gupta,male,CS,9.7,7,3,2,97,"[86, 17, 97, 7, 12, 20]"
Manish Sen,male,AE,6.26,7,3,2,82,"[89, 23, 82, 15, 14, 0]"
Devansh Chakraborty,female,CS,9.24,7,3,2,83,"[83, 20, 83, 11, 17, 42]"
Nidhi Roy,male,CS,7.55,7,3,2,90,"[89, 21, 90, 9, 9, 5]"
Karan Gautam,male,AE,9.28,7,3,2,89,"[89, 2, 89, 22, 11, 43]"
Shruti Rajput,male,AE,9.64,7,3,2,93,"[76, 27, 93, 16, 15, 80]"
Rajat Bhatt,male,CS,6.98,7,3,3,93,"[86, 20, 93, 24, 12, 17]"
Manav Gupta,male,CS,6.94,7,3,3,89,"[72, 11, 89, 10, 7, 72]"
Amitabh Roy,female,CS,9.8,7,3,3,81,"[94, 1, 81, 7, 9, 51]"
Sanjay Patel,male,EN,9.22,7,3,3,84,"[80, 14, 84, 14, 7, 36]"
Ritu Naidu,male,EN,6.53,7,3,3,85,"[71, 9, 85, 10, 5, 26]"
Amitabh Joshi,male,AE,9.24,7,3,3,84,"[74, 18, 84, 10, 8, 75]"
Anushka Mukherjee,female,CS,6.1,7,3,4,81,"[85, 26, 81, 20, 11, 60]"
Sameer Iyer,male,EN,6.38,7,3,4,78,"[72, 0, 78, 10, 4, 25]"
Raj Swamy,male,CS,7.09,7,3,4,87,"[86, 27, 87, 15, 4, 64]"
Arnav Khanna,male,EN,6.08,7,3,4,93,"[98, 23, 93, 16, 16, 34]"
Nisha Menon,male,CS,7.14,7,3,4,81,"[83, 20, 81, 13, 1, 37]"
Pooja Deshmukh,male,AE,9.56,7,3,4,84,"[74, 18, 84, 8, 8, 4]"
Isha Chawla,male,EN,8.69,7,3,5,95,"[73, 27, 95, 6, 13, 41]"
Rajat Swamy,female,CS,6.96,7,3,5,78,"[73, 23, 78, 8, 14, 3]"
Rohan Shah,male,EN,8.85,7,3,5,94,"[78, 29, 94, 14, 10, 62]"
Meera Sood,male,AE,6.46,7,3,5,100,"[75, 6, 100, 16, 12, 13]"
Abhishek Gautam,male,CS,9.78,7,3,5,98,"[70, 26, 98, 14, 12, 58]"
Vikram Bhattacharya,male,CS,6.44,7,3,5,95,"[81, 10, 95, 17, 9, 49]"
Tara Iyer,male,EN,6.22,7,4,1,22,"[85, 16, 75, 22, 15, 56]"
Lata Gupta,male,CS,9.49,7,4,1,21,"[83, 25, 66, 21, 14, 36]"
Manish Mathur,male,AE,6.12,7,4,1,18,"[86, 3, 46, 18, 3, 64]"
Diya Singh,male,CS,6.46,7,4,1,22,"[70, 27, 59, 22, 13, 48]"
Divya Ranganathan,female,EN,8.9,7,4,1,18,"[70, 21, 75, 18, 15, 13]"
Sanya Nikam,male,AE,9.41,7,4,1,16,"[77, 14, 46, 16, 9, 38]"
Tarun Sengupta,male,CS,9.99,7,4,2,17,"[85, 18, 70, 17, 12, 19]"
Divya Mahajan,male,AE,8.7,7,4,2,15,"[82, 18, 75, 15, 10, 50]"
Neetu Vyas,male,CS,9.5,7,4,2,21,"[74, 2, 69, 21, 9, 40]"
Divya Bhattacharya,male,AE,6.74,7,4,2,13,"[83, 9, 45, 13, 6, 5]"
Divya Malhotra,male,CS,7.35,7,4,2,21,"[83, 18, 70, 21, 11, 64]"
Lata Mishra,female,CS,6.17,7,4,2,17,"[74, 9, 75, 17, 1, 31]"
Siddharth Choudhury,male,EN,9.24,7,4,3,21,"[80, 16, 80, 21, 5, 35]"
Swati Pande,male,CS,6.42,7,4,3,18,"[82, 10, 75, 18, 6, 71]"
Devansh Menon,female,AE,9.24,7,4,3,17,"[90, 11, 54, 17, 14, 29]"
Rohit Joshi,male,AE,9.21,7,4,3,22,"[76, 26, 61, 22, 9, 77]"
Pallavi Sharma,male,AE,6.18,7,4,3,9,"[79, 16, 55, 9, 0, 65]"
Anjali Banerjee,male,EN,8.94,7,4,3,18,"[76, 16, 50, 18, 7, 64]"
Ishita Mathur,male,AE,9.39,7,4,4,21,"[70, 16, 53, 21, 5, 47]"
Kiran Khanna,female,CS,9.26,7,4,4,20,"[67, 14, 76, 20, 12, 4]"
Kiran Nair,male,AE,9.16,7,4,4,13,"[73, 15, 68, 13, 7, 31]"
Smita Tiwari,male,CS,9.22,7,4,4,13,"[72, 16, 52, 13, 5, 73]"
Ayesha Verma,male,CS,9.57,7,4,4,21,"[81, 19, 63, 21, 6, 19]"
Kritika Bhardwaj,male,AE,9.89,7,4,4,16,"[82, 19, 74, 16, 10, 60]"
Deepak Varma,male,CS,7.56,7,5,1,10,"[81, 12, 49, 14, 10, 36]"
Rohan Raman,male,AE,8.61,7,5,1,8,"[75, 15, 67, 8, 8, 50]"
Karan Kapoor,female,AE,6.15,7,5,1,15,"[66, 19, 77, 16, 15, 39]"
Alka Saxena,male,CS,7.58,7,5,1,18,"[87, 17, 80, 12, 18, 53]"
Siddharth Chauhan,male,CS,6.09,7,5,1,11,"[61, 17, 63, 10, 11, 37]"
Rajesh Kapoor,male,CS,6.09,7,5,1,5,"[76, 15, 62, 8, 5, 57]"
Sameer Nair,male,EN,9.3,7,5,2,16,"[69, 26, 71, 19, 16, 39]"
Nidhi Gogoi,male,AE,8.12,7,5,2,18,"[79, 24, 66, 16, 18, 24]"
Ramesh Bhardwaj,male,CS,9.88,7,5,2,9,"[69, 6, 53, 12, 9, 41]"
Anita Menon,male,CS,9.43,7,5,2,19,"[87, 23, 47, 11, 19, 8]"
Akash Sen,male,CS,6.43,7,5,2,15,"[66, 25, 66, 11, 15, 14]"
Kritika Gautam,female,CS,7.92,7,5,2,13,"[78, 11, 63, 14, 13, 11]"
Ishita Kumar,male,AE,8.86,7,5,3,12,"[63, 24, 72, 13, 12, 59]"
Tanvi Nandan,male,AE,6.3,7,5,3,9,"[71, 18, 72, 9, 9, 73]"
Sachin Pande,male,CS,6.83,7,5,3,17,"[87, 29, 74, 12, 17, 14]"
Vikas Khandelwal,male,CS,9.66,7,5,3,19,"[68, 29, 80, 12, 19, 22]"
Shreya Kulkarni,male,CS,9.24,7,5,3,16,"[63, 19, 73, 13, 16, 41]"
Anita Solanki,female,CS,9.11,7,5,3,20,"[71, 23, 73, 18, 20, 50]"
Ajay Jha,male,CS,7.48,7,5,4,15,"[81, 15, 40, 6, 15, 61]"
Harsh Karthik,male,AE,6.44,7,5,4,12,"[71, 18, 71, 15, 12, 44]"
Deepak Dixit,male,CS,6.02,7,5,4,19,"[82, 0, 60, 17, 19, 74]"
Pallavi Banerjee,male,CS,7.24,7,5,4,14,"[66, 13, 61, 15, 14, 67]"
Yash Jha,male,AE,9.58,7,5,4,9,"[69, 18, 58, 10, 9, 41]"
Neha Mehta,female,CS,7.74,7,5,4,13,"[74, 25, 59, 10, 13, 26]"
Aarav Varma,male,CS,9.57,7,6,1,90,"[65, 2, 73, 13, 7, 90]"
Kiran Dubey,female,AE,6.08,7,6,1,72,"[88, 19, 45, 17, 10, 72]"
Rohit Choudhury,male,AE,8.78,7,6,1,80,"[79, 26, 48, 1, 9, 80]"
Kunal Bhatt,male,AE,8.79,7,6,1,92,"[69, 19, 68, 12, 12, 92]"
Vishal Mishra,male,CS,7.55,7,6,1,93,"[81, 21, 62, 16, 11, 93]"
Rakesh Gupta,male,CS,6.38,7,6,1,97,"[65, 36, 80, 19, 17, 97]"
Pooja Thakur,male,CS,6.86,7,6,1,88,"[89, 21, 74, 23, 3, 88]"
Ishita Khandelwal,male,AE,9.81,7,6,2,86,"[76, 25, 74, 10, 15, 86]"
Saurabh Patel,male,CS,9.14,7,6,2,79,"[66, 7, 48, 14, 0, 79]"
Kabir Kapadia,male,AE,9.19,7,6,2,92,"[72, 18, 57, 19, 5, 92]"
Amitabh Kulkarni,male,CS,6.18,7,6,2,79,"[65, 23, 62, 18, 6, 79]"
Kritika Mehta,female,CS,6.02,7,6,2,97,"[81, 27, 66, 15, 12, 97]"
Harsh Saxena,male,CS,7.37,7,6,2,100,"[78, 24, 93, 8, 5, 100]"
Rajesh Solanki,female,CS,7.11,7,6,3,80,"[70, 33, 73, 18, 11, 80]"
Vikram Mukherjee,male,AE,9.5,7,6,3,79,"[76, 13, 56, 18, 12, 79]"
Vikram Thakur,male,AE,9.9,7,6,3,84,"[61, 14, 62, 20, 9, 84]"
Rekha Shah,female,CS,7.08,7,6,3,63,"[63, 24, 61, 16, 2, 63]"
Diya Nikam,male,CS,7.6,7,6,3,97,"[90, 35, 90, 17, 15, 97]"
Shreya Saxena,male,CS,7.27,7,6,3,80,"[63, 22, 72, 7, 10, 80]"
Karan Bose,male,EN,9.81,7,6,4,80,"[79, 21, 63, 16, 11, 80]"
Amitabh Saxena,female,CS,6.84,7,6,4,99,"[77, 25, 74, 20, 16, 99]"
Anushka Chatterjee,male,CS,6.44,7,6,4,89,"[74, 14, 84, 15, 11, 89]"
Abhishek Sen,male,CS,9.69,7,6,4,88,"[74, 11, 77, 15, 7, 88]"
Ayesha Jain,male,EN,6.72,7,6,4,90,"[61, 12, 79, 16, 10, 90]"
Nikhil Reddy,male,CS,7.27,7,6,4,99,"[80, 16, 84, 18, 5, 99]"
Tarun Singh,male,EP,9.77,8,1,1,95,"[95, 17, 50, 12, 17, 7]"
Ajay Joshi,female,EE,9.15,8,1,1,90,"[90, 8, 77, 18, 5, 72]"
Divya Kapoor,male,EE,9.03,8,1,1,82,"[82, 15, 67, 6, 7, 47]"
Deepak Kapoor,male,EP,6.24,8,1,1,87,"[87, 18, 60, 13, 5, 67]"
Shreya Mishra,male,EE,6.81,8,1,1,100,"[100, 32, 47, 17, 9, 71]"
Shruti Bose,male,EC,7.51,8,1,1,94,"[94, 27, 60, 6, 6, 27]"
Rekha Yadav,male,EE,9.2,8,1,2,95,"[95, 21, 74, 6, 6, 31]"
Prakash Bhatia,male,EE,6.53,8,1,2,86,"[86, 8, 76, 9, 10, 43]"
Karan Sinha,male,EC,9.03,8,1,2,96,"[96, 23, 71, 15, 8, 63]"
Karan Saxena,female,EE,6.12,8,1,2,96,"[96, 11, 82, 11, 15, 63]"
Neetu Chakraborty,male,ES,6.45,8,1,2,99,"[99, 32, 57, 13, 8, 41]"
Rahul Raman,male,EE,9.13,8,1,2,89,"[89, 21, 85, 21, 11, 56]"
Riya Malhotra,male,EE,7.3,8,1,3,86,"[86, 8, 57, 9, 8, 18]"
Nisha Dutta,male,EE,9.56,8,1,3,91,"[91, 21, 64, 4, 15, 62]"
Raj Verma,male,EP,9.79,8,1,3,88,"[88, 27, 71, 19, 3, 25]"
Shruti Bhardwaj,female,EE,6.5,8,1,3,100,"[100, 27, 52, 10, 9, 58]"
Rohan Bhattacharya,male,EP,8.87,8,1,3,90,"[90, 30, 73, 12, 14, 10]"
Manisha Nair,female,EE,10.0,8,1,3,90,"[90, 23, 83, 15, 14, 77]"
Vishal Varma,male,EC,6.69,8,1,4,88,"[88, 28, 80, 16, 8, 27]"
Ananya Raut,male,EE,6.81,8,1,4,98,"[98, 25, 89, 17, 12, 47]"
Kritika Sengupta,male,EE,9.69,8,1,4,93,"[93, 21, 72, 7, 20, 33]"
Siddharth Sen,female,EE,6.47,8,1,4,93,"[93, 6, 77, 12, 9, 69]"
Rahul Agarwal,male,EE,9.53,8,1,4,90,"[90, 15, 87, 5, 12, 63]"
Rohan Sinha,female,ES,6.13,8,1,4,88,"[88, 17, 41, 20, 6, 42]"
Sameer Yadav,male,EE,9.56,8,1,5,94,"[94, 13, 51, 9, 7, 31]"
Pallavi Gogoi,female,EE,8.36,8,1,5,82,"[82, 4, 80, 9, 9, 40]"
Tarun Dixit,male,ES,9.84,8,1,5,93,"[93, 8, 68, 18, 7, 63]"
Raj Patel,male,EE,6.51,8,1,5,88,"[88, 8, 80, 17, 8, 44]"
Ajay Sen,male,EE,6.92,8,1,5,92,"[92, 23, 86, 10, 2, 75]"
Anjali Malhotra,male,EC,8.76,8,1,5,91,"[91, 20, 84, 9, 15, 26]"
Rhea Mehta,male,ES,9.64,8,2,1,32,"[85, 32, 73, 13, 8, 65]"
Vishal Kumar,male,EP,9.8,8,2,1,39,"[82, 39, 67, 12, 16, 36]"
